country,code,region,year,gdp_per_capita,hdi,life_expectancy,literacy_rate,internet_usage_pct,co2_per_capita,fertility_rate,infant_mortality,education_spending_pct,health_spending_pct,gini_index,political_stability,urbanization_rate,unemployment_rate,renewable_energy_pct,access_to_water_pct,maternal_mortality,population
Morocco,MAR,Africa,2022,7377.8,0.5259,73.66,92.04,62.32,1.259,3.885,56.16,5.255,7.969,49.21,0.0042,59.76,11.32,49.56,75.26,457.9,233285971
Morocco,MAR,Africa,2023,7715.6,0.5244,73.78,93.14,63.93,1.334,3.856,55.09,6.126,7.957,48.48,0.0334,59.04,10.2,47.56,75.38,460.0,239205135
Nigeria,NGA,Africa,2010,2249.1,0.4495,70.97,85.05,23.71,0.899,4.596,68.6,4.732,8.023,55.25,-0.2957,50.96,12.5,45.83,64.97,588.8,255772982
Nigeria,NGA,Africa,2011,2301.8,0.4483,71.18,84.94,30.49,0.894,4.628,69.31,5.018,7.73,50.29,-0.1345,51.07,11.82,35.55,63.39,596.8,262846925
Nigeria,NGA,Africa,2012,2324.6,0.4595,71.48,85.77,28.66,0.78,4.484,66.55,5.62,7.349,50.79,0.0076,50.2,12.51,42.61,66.96,560.9,270477679
Nigeria,NGA,Africa,2013,2322.0,0.4551,71.26,85.07,34.25,0.85,4.489,67.23,5.335,7.904,51.16,-0.0696,49.09,13.65,46.01,67.74,551.8,277533255
Nigeria,NGA,Africa,2014,2392.4,0.4634,71.57,87.73,36.61,0.758,4.393,64.19,5.453,6.887,50.08,0.4982,53.35,10.23,39.83,66.18,548.1,286037424
Nigeria,NGA,Africa,2015,2446.5,0.4635,71.75,86.55,40.09,0.872,4.454,64.9,5.326,6.451,47.73,-0.2702,53.35,12.63,44.5,69.74,537.2,293645606
Nigeria,NGA,Africa,2016,2460.3,0.4724,71.64,88.93,41.52,0.944,4.534,63.61,5.236,7.89,52.57,-0.2214,52.92,13.14,44.51,67.38,544.3,302349652
Nigeria,NGA,Africa,2017,2478.3,0.476,71.94,88.46,47.0,0.847,4.292,64.88,5.489,7.479,48.45,-0.0168,55.01,13.28,43.61,68.77,521.7,311335127
Nigeria,NGA,Africa,2018,2620.8,0.4763,71.55,87.95,46.86,0.919,4.374,62.34,4.943,6.514,49.21,-0.1062,53.05,13.28,41.62,70.33,516.6,320141156
Nigeria,NGA,Africa,2019,2707.8,0.4843,71.52,90.5,51.55,0.942,4.302,60.33,5.671,8.324,45.15,0.4123,54.98,11.4,43.2,70.98,528.2,329364790
Nigeria,NGA,Africa,2020,2528.3,0.4777,71.77,89.25,52.1,0.793,4.174,61.19,5.321,7.608,49.3,0.7549,54.97,11.81,48.2,71.71,518.0,338365401
Nigeria,NGA,Africa,2021,2573.2,0.4847,71.95,89.97,58.52,0.92,4.123,58.71,4.94,7.946,49.96,0.5978,56.21,12.95,54.38,70.2,495.0,348388474
Nigeria,NGA,Africa,2022,2592.5,0.49,72.14,92.18,59.68,0.993,4.077,59.8,5.33,7.436,50.56,0.2685,55.62,14.59,54.44,72.85,500.9,358253475
Nigeria,NGA,Africa,2023,2665.7,0.4884,72.49,91.1,59.45,0.93,4.209,58.29,5.417,7.718,48.37,0.5316,58.19,11.78,47.47,71.85,498.8,368436328
Norway,NOR,Europe,2010,83103.3,0.9568,84.81,98.67,44.2,24.378,1.649,10.11,7.85,12.912,40.93,2.1265,89.47,6.22,25.88,99.9,48.5,199670148
Norway,NOR,Europe,2011,84829.7,0.9596,84.71,99.9,47.96,26.735,1.408,9.67,8.479,12.578,39.55,1.7784,89.55,5.4,22.56,99.85,58.8,200180949
Norway,NOR,Europe,2012,85369.8,0.9717,85.14,99.9,53.86,27.255,1.395,8.1,8.152,13.902,37.68,2.3589,91.18,6.73,23.88,99.81,24.6,201048658
Norway,NOR,Europe,2013,88665.6,0.9657,85.17,99.9,54.38,28.775,1.551,8.29,8.032,13.541,42.21,1.6934,91.07,6.18,25.63,99.9,37.9,202215683
Norway,NOR,Europe,2014,90640.4,0.9721,85.23,99.9,60.41,21.619,1.442,9.54,8.222,13.861,42.13,1.8147,92.19,5.33,22.72,99.9,26.8,202933888
Norway,NOR,Europe,2015,91765.5,0.9825,85.35,99.9,62.24,25.438,1.489,4.78,8.26,14.237,41.58,2.5975,92.02,5.57,20.58,99.9,18.1,204323311
Norway,NOR,Europe,2016,93477.3,0.9836,85.55,99.9,62.94,26.709,1.24,4.23,8.203,14.123,38.84,2.1763,94.58,5.77,22.6,99.9,3.4,205165614
Norway,NOR,Europe,2017,93989.1,0.9764,85.77,99.9,71.89,26.088,1.322,6.74,7.919,13.754,41.64,2.8,91.95,5.53,27.99,99.9,3.1,206719245
Norway,NOR,Europe,2018,95829.2,0.988,85.49,99.9,72.85,27.786,1.328,2.05,8.062,13.518,41.39,2.0824,93.75,5.28,28.15,99.9,2.0,208102656
Norway,NOR,Europe,2019,97691.8,0.9853,85.56,99.9,75.63,30.109,1.329,3.66,8.583,13.985,37.8,2.3429,93.16,4.85,27.89,99.9,2.0,209057623
Norway,NOR,Europe,2020,93454.1,0.988,85.62,99.9,76.82,26.433,1.291,2.22,8.43,13.603,44.42,2.4537,93.51,5.1,27.76,99.9,2.0,210329091
Norway,NOR,Europe,2021,94414.6,0.993,85.88,99.9,84.51,23.048,1.117,2.18,8.889,13.802,38.87,2.8,94.81,4.72,30.17,99.9,2.0,211642565
Norway,NOR,Europe,2022,94366.9,0.995,85.95,99.9,88.1,21.61,1.149,1.3,8.57,13.442,38.82,2.8,96.09,3.24,27.08,99.9,2.0,212771588
Norway,NOR,Europe,2023,95542.8,0.9946,86.14,99.9,90.2,29.222,1.05,1.2,8.466,14.498,36.08,2.0029,96.69,5.29,31.45,99.9,2.0,213731935
Qatar,QAT,Asia,2010,56480.7,0.8689,83.33,96.59,42.24,17.336,2.032,21.24,7.641,12.389,37.4,1.9509,81.93,5.32,29.9,93.81,149.5,31466836
Qatar,QAT,Asia,2011,57190.9,0.8731,82.81,97.6,42.93,20.061,1.938,19.26,7.852,12.282,42.19,1.7888,83.33,6.32,23.44,93.46,142.9,31699718
Qatar,QAT,Asia,2012,58225.1,0.8874,83.05,99.38,47.48,16.572,1.869,17.68,7.498,12.206,41.06,1.686,83.84,4.44,25.37,95.22,113.9,31918159
Qatar,QAT,Asia,2013,59466.2,0.8943,83.72,97.55,53.47,20.7,1.784,16.4,7.678,12.19,44.84,1.7389,84.81,6.19,22.36,95.36,104.2,32081705
Qatar,QAT,Asia,2014,60460.9,0.8769,82.84,99.44,56.64,18.863,2.066,18.65,7.833,12.349,42.5,1.8047,82.36,8.84,28.32,93.77,134.7,32165860
Qatar,QAT,Asia,2015,61578.1,0.8854,83.54,99.9,60.77,18.453,1.866,15.79,8.423,13.328,44.44,1.8058,84.26,10.64,28.94,96.73,105.5,32273792
Qatar,QAT,Asia,2016,62456.1,0.8909,83.26,98.56,65.97,16.881,1.834,15.21,7.827,12.875,41.98,1.8733,86.88,8.03,25.96,95.6,94.0,32481555
Qatar,QAT,Asia,2017,62810.3,0.8913,83.79,99.9,69.8,21.564,1.818,14.69,7.647,12.004,47.15,1.7516,85.47,6.03,27.07,97.04,106.1,32642022
Qatar,QAT,Asia,2018,65515.1,0.8929,83.48,99.9,71.2,17.129,1.775,14.63,8.366,12.811,44.64,1.8305,86.12,4.96,29.9,98.37,88.1,32878893
Qatar,QAT,Asia,2019,67548.8,0.8916,83.22,99.9,71.27,18.683,1.864,13.55,8.025,12.887,41.93,1.5936,86.61,8.53,32.43,96.95,97.3,32996949
Qatar,QAT,Asia,2020,65423.4,0.9064,83.78,99.9,82.24,17.003,1.625,12.88,8.17,12.624,43.52,2.0628,87.23,4.25,29.04,99.9,64.9,33128004
Qatar,QAT,Asia,2021,66437.2,0.9007,83.56,99.9,81.75,19.067,1.706,10.93,7.934,12.732,46.65,1.9309,87.8,7.53,36.12,99.9,68.9,33340721
Qatar,QAT,Asia,2022,66024.5,0.906,84.02,99.9,85.55,20.014,1.731,10.25,7.543,12.278,43.43,2.1638,87.96,9.69,29.13,99.9,72.9,33421719
Qatar,QAT,Asia,2023,65537.2,0.9075,83.67,99.9,88.71,18.921,1.569,11.2,7.513,13.0,41.86,1.9739,88.73,7.31,28.97,99.9,51.9,33646094
Saudi Arabia,SAU,Asia,2010,28638.9,0.6943,78.65,92.68,35.72,7.082,3.101,40.79,6.482,10.156,42.47,0.8748,70.14,9.9,35.23,80.48,329.0,160242769
Saudi Arabia,SAU,Asia,2011,30000.1,0.694,77.96,93.34,41.12,7.571,3.126,38.74,6.305,10.319,41.84,0.9341,69.25,11.05,33.88,82.75,329.7,162169952
Saudi Arabia,SAU,Asia,2012,31535.7,0.6977,78.38,94.16,40.71,6.2,3.099,40.11,6.977,9.462,45.84,1.2326,69.91,10.66,28.46,80.87,324.1,163486254
Saudi Arabia,SAU,Asia,2013,32938.6,0.6959,78.34,93.0,48.15,5.989,2.949,39.51,6.242,9.95,45.61,1.2206,69.72,11.78,33.56,83.95,319.5,165145531
Saudi Arabia,SAU,Asia,2014,34458.7,0.7072,78.81,95.32,48.59,6.837,3.04,36.97,6.384,10.118,41.66,0.7357,72.91,10.86,33.19,84.32,293.8,167185539
Saudi Arabia,SAU,Asia,2015,35862.5,0.7008,78.36,94.06,51.08,6.649,2.904,37.31,6.1,10.74,44.16,1.3293,70.42,8.16,38.5,83.76,319.3,169061810
Saudi Arabia,SAU,Asia,2016,37673.9,0.7092,79.22,94.51,54.64,8.013,2.941,36.61,7.074,10.19,42.9,1.0632,70.81,8.83,36.76,84.84,299.3,170469982
Saudi Arabia,SAU,Asia,2017,39819.4,0.7125,79.04,95.56,56.43,7.529,3.075,34.03,6.065,10.244,47.44,1.1205,71.28,9.55,30.9,86.0,281.4,172306683
Saudi Arabia,SAU,Asia,2018,41232.4,0.7092,79.14,96.56,58.96,7.159,3.049,34.49,6.366,9.848,43.74,1.51,71.85,8.99,37.64,85.39,291.1,173978885
Saudi Arabia,SAU,Asia,2019,42327.9,0.7199,78.86,95.73,62.42,6.914,2.752,33.85,6.792,10.755,44.06,1.296,73.03,8.01,35.77,84.61,282.4,175543340
Saudi Arabia,SAU,Asia,2020,42064.3,0.7285,79.21,97.79,68.13,6.38,2.869,31.97,6.154,10.256,41.82,1.2126,74.53,10.68,43.35,89.83,246.8,177768213
Saudi Arabia,SAU,Asia,2021,44379.5,0.7233,79.5,97.34,71.76,8.255,2.567,32.76,7.094,9.796,45.6,0.9327,74.66,9.21,36.03,88.92,253.2,179891149
Saudi Arabia,SAU,Asia,2022,45157.6,0.7256,79.92,98.32,72.75,7.244,2.734,31.72,6.534,10.827,45.59,0.9442,75.67,7.01,46.03,90.4,263.9,181628145
Saudi Arabia,SAU,Asia,2023,47240.2,0.7382,79.69,98.81,76.33,6.859,2.661,28.92,7.167,10.4,46.92,1.4969,75.97,9.84,41.76,87.64,246.8,183333457
Singapore,SGP,Asia,2010,102983.8,0.9467,84.79,98.94,45.43,19.755,1.808,12.18,8.361,13.411,38.66,2.0911,88.46,6.07,20.09,99.37,65.5,200797849
Singapore,SGP,Asia,2011,107248.8,0.9537,84.46,98.22,50.16,23.078,1.63,9.09,8.862,12.943,41.36,2.2622,90.9,6.71,22.9,99.16,45.0,202240102
Singapore,SGP,Asia,2012,114677.9,0.9607,85.06,99.9,49.62,21.669,1.57,9.65,8.079,13.474,42.2,1.9698,89.75,6.08,29.16,99.23,45.8,203933679
Singapore,SGP,Asia,2013,120768.2,0.9677,85.59,99.9,57.48,22.638,1.56,7.64,8.454,13.088,40.24,2.3807,88.35,5.64,23.19,99.9,28.3,204644041
Singapore,SGP,Asia,2014,130214.0,0.9747,85.38,99.9,57.12,22.211,1.423,7.09,8.335,12.871,40.96,2.0409,93.5,8.41,19.78,99.9,2.1,206143048
Singapore,SGP,Asia,2015,139693.2,0.9817,85.17,99.9,66.44,20.019,1.429,5.51,8.617,14.324,36.29,2.5687,92.69,5.08,23.43,99.9,19.9,207936481
Singapore,SGP,Asia,2016,149188.5,0.9887,85.19,99.9,67.13,20.807,1.273,3.79,8.04,13.112,38.34,2.5604,92.86,7.39,21.14,99.9,2.0,209278781
Singapore,SGP,Asia,2017,160343.7,0.995,85.76,99.9,70.74,19.895,1.234,3.23,9.118,13.767,40.11,2.4975,93.52,3.99,23.86,99.9,2.0,209949376
Singapore,SGP,Asia,2018,171745.1,0.995,85.38,99.9,72.53,25.763,1.258,2.96,8.508,13.371,36.89,2.6563,96.15,6.87,24.13,99.9,2.0,211425212
Singapore,SGP,Asia,2019,182504.0,0.995,85.69,99.9,77.72,17.333,1.248,1.52,8.428,13.591,39.55,2.7312,93.71,4.11,26.76,99.9,2.0,212274380
Singapore,SGP,Asia,2020,186095.4,0.995,85.96,99.9,83.62,20.253,1.09,1.2,8.148,13.569,42.05,2.2533,96.09,6.41,32.66,99.9,2.0,213590421
Singapore,SGP,Asia,2021,200586.6,0.995,85.35,99.9,82.72,22.485,1.115,1.2,8.272,14.328,40.19,2.4329,94.93,6.02,25.07,99.9,2.0,214984708
Singapore,SGP,Asia,2022,213307.5,0.995,85.95,99.9,89.12,22.511,1.144,2.17,8.924,13.75,41.73,1.9669,95.94,4.54,28.26,99.9,2.0,216590609
Singapore,SGP,Asia,2023,228740.4,0.995,85.53,99.9,95.59,24.02,1.146,1.2,8.666,13.473,39.43,2.1696,96.87,7.0,29.5,99.9,2.0,217535780
Somalia,SOM,Africa,2010,221.0,0.3581,68.26,82.05,22.53,0.185,5.171,78.97,4.389,6.589,50.47,-0.6359,42.62,15.41,48.07,57.88,693.8,133208705
Somalia,SOM,Africa,2011,215.7,0.3671,67.59,81.69,28.75,0.192,5.232,76.68,4.517,6.293,50.69,-0.0935,43.61,14.45,41.84,59.68,668.0,136976749
Somalia,SOM,Africa,2012,212.2,0.3643,68.34,84.41,28.63,0.19,5.162,76.86,4.563,6.246,52.23,-0.4425,43.23,14.9,44.45,61.08,658.7,140506924
Somalia,SOM,Africa,2013,205.3,0.3718,68.1,83.56,34.3,0.219,5.272,76.54,4.933,6.071,51.85,-0.7004,45.45,12.57,51.53,58.86,655.2,144582927
Somalia,SOM,Africa,2014,200.5,0.3778,68.52,84.2,32.69,0.208,5.098,74.66,5.313,6.283,50.46,-0.711,45.56,16.17,48.33,61.61,642.0,148513363
Somalia,SOM,Africa,2015,196.8,0.3761,68.07,84.63,31.48,0.231,4.905,73.95,4.358,6.472,48.32,-0.2548,47.13,15.49,43.17,59.96,649.0,151825598
Somalia,SOM,Africa,2016,194.4,0.3751,68.22,84.09,36.25,0.23,4.922,74.4,5.276,7.167,50.26,-0.3178,44.98,14.42,47.37,61.06,658.1,155636893
Somalia,SOM,Africa,2017,187.6,0.3821,69.0,82.9,35.15,0.245,4.922,73.23,4.399,6.106,50.82,-0.8611,45.8,11.76,50.82,61.69,620.3,159887036
Somalia,SOM,Africa,2018,186.5,0.3769,68.54,83.97,41.19,0.243,5.01,73.4,4.492,6.802,49.3,-0.1536,46.86,13.04,46.32,64.32,636.3,164470373
Somalia,SOM,Africa,2019,184.5,0.3868,68.67,85.71,44.2,0.258,4.853,70.92,4.607,6.687,47.35,-0.7308,47.21,12.74,53.04,61.03,617.2,168778461
Somalia,SOM,Africa,2020,172.5,0.3881,69.27,85.21,45.18,0.274,4.848,71.43,5.002,6.213,55.27,-0.8043,48.92,13.57,53.33,65.35,616.9,172883686
Somalia,SOM,Africa,2021,170.3,0.3938,69.1,86.03,48.72,0.268,4.661,71.01,4.642,5.803,50.92,-0.3706,48.54,13.2,49.03,64.7,610.8,177964239
Somalia,SOM,Africa,2022,165.9,0.4027,69.17,87.91,48.6,0.274,4.609,68.49,4.607,7.623,49.74,-0.0115,48.97,15.85,53.51,67.19,584.5,183301477
Somalia,SOM,Africa,2023,163.8,0.3947,69.12,87.44,49.44,0.293,4.793,70.32,4.584,6.522,50.6,0.089,50.83,11.7,55.07,66.68,592.0,188475945
South Africa,ZAF,Africa,2010,6495.3,0.5197,73.04,86.98,30.6,1.68,4.08,60.16,5.523,8.016,47.58,0.3741,56.38,11.82,41.7,70.0,506.7,90266310
South Africa,ZAF,Africa,2011,6719.5,0.5245,73.12,87.14,32.98,1.751,4.201,59.2,5.187,7.931,53.17,0.2334,56.57,11.91,34.61,71.8,503.3,91841649
South Africa,ZAF,Africa,2012,6959.5,0.5349,73.63,89.03,35.54,2.264,4.059,58.04,5.22,7.861,47.27,0.6715,58.79,12.18,40.26,72.0,484.9,93699696
South Africa,ZAF,Africa,2013,7323.6,0.5348,73.4,90.53,37.43,2.112,4.117,58.56,5.342,7.849,53.32,-0.1189,56.36,11.63,40.14,70.92,491.4,95456264
South Africa,ZAF,Africa,2014,7634.8,0.5351,73.77,90.47,39.93,1.706,4.15,58.37,5.697,8.571,45.02,0.2676,56.12,12.93,36.31,71.49,483.9,97233375
South Africa,ZAF,Africa,2015,8000.3,0.5399,74.16,89.69,46.63,2.176,4.021,55.9,5.311,8.371,51.99,0.0047,59.23,10.96,40.24,71.31,467.0,99160259
South Africa,ZAF,Africa,2016,8295.3,0.5415,74.45,90.94,44.39,1.813,4.096,55.06,5.954,8.375,49.18,0.7284,58.97,12.48,43.06,72.68,471.4,100977282
South Africa,ZAF,Africa,2017,8612.4,0.5478,73.98,91.1,51.59,1.997,3.906,54.57,5.392,7.916,44.65,0.423,60.32,12.35,46.12,75.8,458.0,102784182
South Africa,ZAF,Africa,2018,8828.3,0.5429,73.92,91.31,51.14,1.77,3.924,53.72,6.176,8.621,48.98,0.2099,59.53,12.33,42.66,72.21,463.7,104624593
South Africa,ZAF,Africa,2019,9255.9,0.5502,74.33,92.47,50.23,1.91,3.887,52.91,5.7,8.552,48.97,0.5067,59.52,9.7,46.61,74.12,439.8,106684238
South Africa,ZAF,Africa,2020,8848.7,0.5512,74.68,92.23,57.75,1.763,3.919,53.39,5.643,8.14,50.19,0.3173,60.0,10.95,45.67,76.36,443.8,108403413
South Africa,ZAF,Africa,2021,9320.3,0.5491,74.14,90.95,61.83,2.362,3.653,51.12,5.853,8.382,47.21,-0.1155,61.0,12.48,54.38,77.31,429.0,110490921
South Africa,ZAF,Africa,2022,9572.5,0.5608,74.36,94.37,66.5,1.951,3.769,49.98,5.787,8.824,48.97,-0.0607,60.88,10.57,46.83,75.83,411.9,112469149
South Africa,ZAF,Africa,2023,9788.9,0.5635,74.65,94.31,66.41,2.238,3.824,49.17,6.19,8.765,53.37,0.2122,62.29,10.0,43.94,77.98,418.0,114467165
Spain,ESP,Europe,2010,31965.6,0.7369,79.61,93.03,42.91,9.23,2.983,35.94,7.006,10.176,46.59,1.2295,72.7,9.05,29.92,83.04,285.1,27901654
Spain,ESP,Europe,2011,32511.3,0.7408,79.81,95.4,41.8,10.108,2.764,33.65,6.714,11.351,47.69,1.2439,74.03,7.99,29.06,86.68,295.0,28242971
Spain,ESP,Europe,2012,33061.9,0.7479,80.14,95.23,45.92,9.79,2.877,31.75,7.298,11.043,44.2,1.1511,73.43,9.36,34.32,85.02,253.1,28641842
Spain,ESP,Europe,2013,34601.8,0.7561,79.77,96.0,48.19,9.001,2.628,33.03,7.117,11.031,47.39,1.2915,74.9,9.35,32.29,84.93,253.9,28948334
Spain,ESP,Europe,2014,35795.4,0.751,79.85,93.44,53.42,10.624,2.635,31.73,7.513,10.35,45.53,1.1418,74.87,9.05,31.31,87.14,251.5,29250871
Spain,ESP,Europe,2015,36693.9,0.7538,79.74,95.17,51.56,9.902,2.73,32.3,7.39,11.005,46.18,1.4386,74.0,9.41,32.89,86.58,248.7,29530788
Spain,ESP,Europe,2016,37823.6,0.758,79.95,97.01,58.52,9.366,2.731,31.27,6.74,10.511,45.34,1.1465,74.66,10.96,30.58,86.12,233.8,29828984
Spain,ESP,Europe,2017,38964.1,0.7645,80.34,96.69,60.83,10.122,2.571,29.77,6.57,10.273,42.83,1.5345,77.17,7.29,38.42,88.9,216.8,30180389
Spain,ESP,Europe,2018,40412.0,0.7672,80.43,97.89,58.46,10.404,2.631,27.55,6.693,11.214,44.62,0.7997,76.15,9.17,36.74,88.67,221.2,30486430
Spain,ESP,Europe,2019,41416.8,0.7602,80.37,97.76,61.24,8.845,2.674,28.9,6.785,10.975,43.66,1.3517,76.9,7.9,34.06,88.41,220.2,30779007
Spain,ESP,Europe,2020,41103.1,0.7664,79.82,97.67,68.85,8.615,2.494,27.37,7.093,10.415,45.48,1.8138,78.66,8.1,38.35,90.77,214.9,31141891
Spain,ESP,Europe,2021,41694.8,0.7753,80.77,99.9,75.51,10.204,2.661,25.9,7.117,10.487,45.42,1.3318,77.79,7.98,34.4,90.92,190.4,31495998
Spain,ESP,Europe,2022,41602.1,0.7704,80.19,99.18,73.52,11.006,2.418,27.21,6.816,11.327,40.59,1.7613,79.27,8.09,35.31,91.74,190.9,31847033
Spain,ESP,Europe,2023,42494.0,0.7827,80.43,98.67,78.84,11.204,2.445,23.87,6.83,11.322,44.13,1.5967,78.45,8.51,40.78,93.78,176.2,32167967
Tunisia,TUN,Africa,2010,4031.6,0.4915,72.49,87.5,26.78,1.202,4.413,63.14,5.406,7.772,48.29,-0.125,52.55,10.45,40.17,68.42,539.9,79391917
Tunisia,TUN,Africa,2011,4177.2,0.4952,72.62,87.87,29.36,1.181,4.412,62.32,5.715,8.43,50.52,0.1057,52.5,12.25,43.02,67.86,544.2,81768528
Tunisia,TUN,Africa,2012,4314.0,0.487,72.21,87.36,29.49,1.286,4.402,64.35,4.898,8.049,44.67,-0.1625,55.18,12.34,37.98,66.28,530.5,84127982
Tunisia,TUN,Africa,2013,4494.1,0.4902,72.75,86.63,29.89,1.386,4.208,63.91,5.573,7.795,47.93,-0.1254,53.53,11.07,45.42,67.64,537.4,86445769
Tunisia,TUN,Africa,2014,4624.8,0.4952,72.64,87.98,38.68,1.32,4.2,61.94,5.287,7.359,46.64,-0.1805,54.0,12.75,38.3,69.37,527.1,89022429
Tunisia,TUN,Africa,2015,4778.8,0.5092,73.3,89.38,38.1,1.139,4.268,59.33,5.496,7.453,49.81,0.5112,57.29,11.35,44.57,70.51,512.3,91558047
Tunisia,TUN,Africa,2016,5152.9,0.5055,73.07,89.58,42.86,1.221,4.165,59.54,5.979,8.506,52.89,0.0764,56.85,12.27,40.34,68.99,502.7,94067927
Tunisia,TUN,Africa,2017,5461.9,0.5112,73.19,88.39,45.82,1.366,4.13,58.6,5.355,7.649,48.12,0.7496,55.82,11.29,44.24,69.81,498.7,96546809
Tunisia,TUN,Africa,2018,5715.4,0.5083,72.84,91.51,45.57,1.403,4.196,57.78,5.762,7.831,50.64,-0.0841,56.93,11.99,46.7,68.9,488.6,99167726
Tunisia,TUN,Africa,2019,5929.8,0.5195,73.55,91.28,54.98,1.371,3.987,57.15,5.641,7.697,51.43,0.2224,56.83,10.61,47.03,74.18,482.4,101977328
Tunisia,TUN,Africa,2020,5928.0,0.5155,73.19,90.57,56.77,1.36,3.994,56.0,5.232,8.467,47.15,-0.0353,56.92,9.43,52.99,73.16,471.7,104869682
Tunisia,TUN,Africa,2021,6054.9,0.5158,73.38,91.56,59.05,1.206,4.018,56.71,6.03,7.534,46.86,0.3627,59.57,12.15,43.84,72.17,475.5,107732623
Tunisia,TUN,Africa,2022,6212.3,0.5229,73.31,92.54,56.62,1.512,3.911,53.75,5.396,8.654,49.98,0.7545,59.22,13.35,46.61,72.79,465.9,110872291
Tunisia,TUN,Africa,2023,6576.8,0.5219,73.48,91.98,63.14,1.503,3.942,53.85,5.293,8.092,46.83,-0.1527,58.07,13.15,48.1,74.76,452.3,114136682
Turkey,TUR,Asia,2010,9354.8,0.5774,75.25,89.69,30.06,3.439,3.757,54.07,5.765,9.065,45.52,0.3836,59.87,12.86,34.31,72.78,443.0,122215138
Turkey,TUR,Asia,2011,9542.2,0.584,75.82,91.07,35.15,3.312,3.717,52.8,5.666,9.38,44.26,0.4593,59.69,12.2,36.95,74.08,433.3,124762952
Turkey,TUR,Asia,2012,9775.5,0.5823,75.43,90.17,40.44,2.845,3.831,53.39,6.237,9.653,46.23,0.9163,61.82,11.07,42.83,74.22,440.7,127482171
Turkey,TUR,Asia,2013,10217.8,0.5875,75.55,89.57,39.89,3.072,3.739,50.95,6.083,8.992,45.22,0.554,61.24,12.4,39.64,74.22,439.0,129774337
Turkey,TUR,Asia,2014,10515.4,0.5869,75.1,91.56,45.2,2.83,3.785,51.39,6.261,8.746,48.98,0.3463,60.18,9.21,37.22,73.57,440.1,131783145
Turkey,TUR,Asia,2015,10817.5,0.5906,75.64,89.99,45.9,2.916,3.81,49.17,6.8,9.404,47.62,0.1558,61.86,11.74,39.71,74.84,428.7,133306062
Turkey,TUR,Asia,2016,11114.7,0.5968,75.91,92.23,52.7,3.116,3.592,50.39,6.543,8.714,45.57,1.0798,62.94,10.84,39.17,78.57,426.5,135596986
Turkey,TUR,Asia,2017,11141.7,0.596,75.57,91.99,53.63,3.067,3.712,49.74,5.992,8.709,46.04,0.5893,63.53,10.31,39.52,77.67,414.5,138046027
Turkey,TUR,Asia,2018,11401.3,0.5938,75.56,91.95,53.68,2.847,3.54,48.61,5.865,9.513,49.91,0.7976,64.07,11.03,45.56,77.23,421.4,140801907
Turkey,TUR,Asia,2019,11543.4,0.6035,75.3,93.69,53.5,3.134,3.599,46.46,5.707,8.906,48.5,0.7009,64.33,9.75,40.84,79.47,389.2,142942095
Turkey,TUR,Asia,2020,11459.7,0.6065,75.59,95.55,58.73,3.353,3.41,46.35,6.19,9.742,46.57,0.9931,65.17,12.94,37.4,79.82,361.8,145567886
Turkey,TUR,Asia,2021,11713.7,0.6093,76.29,94.87,64.25,3.212,3.318,43.98,6.541,9.301,48.85,0.8686,65.96,11.73,40.86,80.52,379.8,148185044
Turkey,TUR,Asia,2022,11644.3,0.6107,76.31,94.1,67.05,3.062,3.449,45.23,5.716,9.633,47.95,0.4075,65.48,12.47,45.42,79.17,364.5,150855264
Turkey,TUR,Asia,2023,11829.8,0.6118,75.86,95.53,71.02,2.885,3.388,44.95,6.722,9.259,45.87,0.4208,66.16,10.61,38.45,78.77,347.3,153765851
USA,USA,Americas,2010,66291.0,0.9175,83.68,98.59,42.51,19.335,1.745,16.14,7.891,12.626,42.67,2.4875,85.84,8.39,22.3,98.7,105.2,25495462
USA,USA,Americas,2011,67715.2,0.9192,84.01,99.31,43.38,21.379,1.819,13.71,7.695,12.514,40.85,1.3699,86.11,8.11,24.0,97.41,76.2,25572574
USA,USA,Americas,2012,68321.0,0.9252,84.42,98.65,49.75,25.315,1.697,12.3,8.008,12.865,40.78,2.1891,86.95,7.65,22.48,95.99,93.3,25645145
USA,USA,Americas,2013,68985.9,0.9259,84.39,99.51,52.36,24.756,1.754,12.95,7.305,13.394,41.74,2.0213,87.13,6.13,21.69,95.77,69.2,25751135
USA,USA,Americas,2014,70896.7,0.9306,84.02,99.32,55.9,26.806,1.629,13.19,8.246,12.864,41.63,2.1813,88.91,8.42,25.24,99.62,82.5,25820413
USA,USA,Americas,2015,72173.4,0.9282,84.09,99.9,61.39,22.377,1.678,12.11,7.924,13.233,43.8,2.1931,88.11,8.0,27.32,99.86,77.7,25886983
USA,USA,Americas,2016,73039.8,0.9288,84.05,99.9,68.84,25.042,1.666,9.63,8.12,12.543,42.14,1.7088,89.07,6.23,26.9,98.92,48.2,26022825
USA,USA,Americas,2017,74089.4,0.936,84.61,99.9,68.11,21.165,1.645,8.58,8.034,13.49,39.47,1.6762,87.86,7.57,29.36,99.9,39.0,26201170
USA,USA,Americas,2018,77282.0,0.9382,84.51,99.9,69.19,24.383,1.524,10.94,8.4,13.188,45.37,2.3231,90.84,5.94,27.15,99.9,49.4,26303855
USA,USA,Americas,2019,79055.3,0.9454,84.84,99.9,75.58,24.698,1.554,7.93,7.91,13.641,38.32,1.8859,91.21,3.65,33.01,99.9,43.7,26434295
